"day_only","platform","cum_messages","person","type"
2020-10-23,"Instagram",382878,"Geert Wilders (PVV)","Number of Likes"
2020-10-24,"Instagram",394067,"Geert Wilders (PVV)","Number of Likes"
2020-10-25,"Instagram",401975,"Geert Wilders (PVV)","Number of Likes"
2020-10-26,"Instagram",416503,"Geert Wilders (PVV)","Number of Likes"
2020-10-27,"Instagram",442795,"Geert Wilders (PVV)","Number of Likes"
2020-10-28,"Instagram",451432,"Geert Wilders (PVV)","Number of Likes"
2020-10-29,"Instagram",461183,"Geert Wilders (PVV)","Number of Likes"
2020-10-30,"Instagram",473744,"Geert Wilders (PVV)","Number of Likes"
2020-10-31,"Instagram",482271,"Geert Wilders (PVV)","Number of Likes"
2020-11-01,"Instagram",513551,"Geert Wilders (PVV)","Number of Likes"
2020-11-02,"Instagram",526351,"Geert Wilders (PVV)","Number of Likes"
2020-11-03,"Instagram",529305,"Geert Wilders (PVV)","Number of Likes"
2020-11-04,"Instagram",534213,"Geert Wilders (PVV)","Number of Likes"
2020-11-05,"Instagram",554364,"Geert Wilders (PVV)","Number of Likes"
2020-11-06,"Instagram",591675,"Geert Wilders (PVV)","Number of Likes"
2020-11-07,"Instagram",591675,"Geert Wilders (PVV)","Number of Likes"
2020-11-08,"Instagram",598024,"Geert Wilders (PVV)","Number of Likes"
2020-11-09,"Instagram",610085,"Geert Wilders (PVV)","Number of Likes"
2020-11-10,"Instagram",615217,"Geert Wilders (PVV)","Number of Likes"
2020-11-11,"Instagram",621443,"Geert Wilders (PVV)","Number of Likes"
2020-11-12,"Instagram",626432,"Geert Wilders (PVV)","Number of Likes"
2020-11-13,"Instagram",648457,"Geert Wilders (PVV)","Number of Likes"
2020-11-14,"Instagram",654541,"Geert Wilders (PVV)","Number of Likes"
2020-11-15,"Instagram",669339,"Geert Wilders (PVV)","Number of Likes"
2020-11-16,"Instagram",669339,"Geert Wilders (PVV)","Number of Likes"
2020-11-17,"Instagram",669339,"Geert Wilders (PVV)","Number of Likes"
2020-11-18,"Instagram",676595,"Geert Wilders (PVV)","Number of Likes"
2020-11-19,"Instagram",676595,"Geert Wilders (PVV)","Number of Likes"
2020-11-20,"Instagram",680733,"Geert Wilders (PVV)","Number of Likes"
2020-11-21,"Instagram",680733,"Geert Wilders (PVV)","Number of Likes"
2020-11-22,"Instagram",692509,"Geert Wilders (PVV)","Number of Likes"
2020-11-23,"Instagram",692509,"Geert Wilders (PVV)","Number of Likes"
2020-11-24,"Instagram",692509,"Geert Wilders (PVV)","Number of Likes"
2020-11-25,"Instagram",700300,"Geert Wilders (PVV)","Number of Likes"
2020-11-26,"Instagram",707742,"Geert Wilders (PVV)","Number of Likes"
2020-11-27,"Instagram",716101,"Geert Wilders (PVV)","Number of Likes"
2020-11-28,"Instagram",716101,"Geert Wilders (PVV)","Number of Likes"
2020-11-29,"Instagram",725855,"Geert Wilders (PVV)","Number of Likes"
2020-11-30,"Instagram",725855,"Geert Wilders (PVV)","Number of Likes"
2020-12-01,"Instagram",725855,"Geert Wilders (PVV)","Number of Likes"
2020-12-02,"Instagram",732767,"Geert Wilders (PVV)","Number of Likes"
2020-12-03,"Instagram",732767,"Geert Wilders (PVV)","Number of Likes"
2020-12-04,"Instagram",732767,"Geert Wilders (PVV)","Number of Likes"
2020-12-05,"Instagram",732767,"Geert Wilders (PVV)","Number of Likes"
2020-12-06,"Instagram",739221,"Geert Wilders (PVV)","Number of Likes"
2020-12-07,"Instagram",752491,"Geert Wilders (PVV)","Number of Likes"
2020-12-08,"Instagram",752491,"Geert Wilders (PVV)","Number of Likes"
2020-12-09,"Instagram",752491,"Geert Wilders (PVV)","Number of Likes"
2020-12-10,"Instagram",756283,"Geert Wilders (PVV)","Number of Likes"
2020-12-11,"Instagram",756283,"Geert Wilders (PVV)","Number of Likes"
2020-12-12,"Instagram",756283,"Geert Wilders (PVV)","Number of Likes"
2020-12-13,"Instagram",768672,"Geert Wilders (PVV)","Number of Likes"
2020-12-14,"Instagram",768672,"Geert Wilders (PVV)","Number of Likes"
2020-12-15,"Instagram",777536,"Geert Wilders (PVV)","Number of Likes"
2020-12-16,"Instagram",777536,"Geert Wilders (PVV)","Number of Likes"
2020-12-17,"Instagram",777536,"Geert Wilders (PVV)","Number of Likes"
2020-12-18,"Instagram",777536,"Geert Wilders (PVV)","Number of Likes"
2020-12-19,"Instagram",783623,"Geert Wilders (PVV)","Number of Likes"
2020-12-20,"Instagram",791546,"Geert Wilders (PVV)","Number of Likes"
2020-12-21,"Instagram",791546,"Geert Wilders (PVV)","Number of Likes"
2020-12-22,"Instagram",791546,"Geert Wilders (PVV)","Number of Likes"
2020-12-23,"Instagram",791546,"Geert Wilders (PVV)","Number of Likes"
2020-12-24,"Instagram",806065,"Geert Wilders (PVV)","Number of Likes"
2020-12-25,"Instagram",815873,"Geert Wilders (PVV)","Number of Likes"
2020-12-26,"Instagram",815873,"Geert Wilders (PVV)","Number of Likes"
2020-12-27,"Instagram",819746,"Geert Wilders (PVV)","Number of Likes"
2020-12-28,"Instagram",819746,"Geert Wilders (PVV)","Number of Likes"
2020-12-29,"Instagram",819746,"Geert Wilders (PVV)","Number of Likes"
2020-12-30,"Instagram",819746,"Geert Wilders (PVV)","Number of Likes"
2020-12-31,"Instagram",827156,"Geert Wilders (PVV)","Number of Likes"
2021-01-01,"Instagram",827156,"Geert Wilders (PVV)","Number of Likes"
2021-01-02,"Instagram",831462,"Geert Wilders (PVV)","Number of Likes"
2021-01-03,"Instagram",839091,"Geert Wilders (PVV)","Number of Likes"
2021-01-04,"Instagram",839091,"Geert Wilders (PVV)","Number of Likes"
2021-01-05,"Instagram",843507,"Geert Wilders (PVV)","Number of Likes"
2021-01-06,"Instagram",843507,"Geert Wilders (PVV)","Number of Likes"
2021-01-07,"Instagram",852749,"Geert Wilders (PVV)","Number of Likes"
2021-01-08,"Instagram",852749,"Geert Wilders (PVV)","Number of Likes"
2021-01-09,"Instagram",860945,"Geert Wilders (PVV)","Number of Likes"
2021-01-10,"Instagram",873309,"Geert Wilders (PVV)","Number of Likes"
2021-01-11,"Instagram",878032,"Geert Wilders (PVV)","Number of Likes"
2021-01-12,"Instagram",878032,"Geert Wilders (PVV)","Number of Likes"
2021-01-13,"Instagram",878032,"Geert Wilders (PVV)","Number of Likes"
2021-01-14,"Instagram",878032,"Geert Wilders (PVV)","Number of Likes"
2021-01-15,"Instagram",878032,"Geert Wilders (PVV)","Number of Likes"
2021-01-16,"Instagram",885258,"Geert Wilders (PVV)","Number of Likes"
2021-01-17,"Instagram",898314,"Geert Wilders (PVV)","Number of Likes"
2021-01-18,"Instagram",898314,"Geert Wilders (PVV)","Number of Likes"
2021-01-19,"Instagram",898314,"Geert Wilders (PVV)","Number of Likes"
2021-01-20,"Instagram",910439,"Geert Wilders (PVV)","Number of Likes"
2021-01-21,"Instagram",936429,"Geert Wilders (PVV)","Number of Likes"
2021-01-22,"Instagram",936429,"Geert Wilders (PVV)","Number of Likes"
2021-01-23,"Instagram",936429,"Geert Wilders (PVV)","Number of Likes"
2021-01-24,"Instagram",942647,"Geert Wilders (PVV)","Number of Likes"
2021-01-25,"Instagram",961683,"Geert Wilders (PVV)","Number of Likes"
2021-01-26,"Instagram",961683,"Geert Wilders (PVV)","Number of Likes"
2021-01-27,"Instagram",961683,"Geert Wilders (PVV)","Number of Likes"
2021-01-28,"Instagram",971712,"Geert Wilders (PVV)","Number of Likes"
2021-01-29,"Instagram",986796,"Geert Wilders (PVV)","Number of Likes"
2021-01-30,"Instagram",986796,"Geert Wilders (PVV)","Number of Likes"
2021-01-31,"Instagram",994541,"Geert Wilders (PVV)","Number of Likes"
2021-02-01,"Instagram",994541,"Geert Wilders (PVV)","Number of Likes"
2021-02-02,"Instagram",994541,"Geert Wilders (PVV)","Number of Likes"
2021-02-03,"Instagram",994541,"Geert Wilders (PVV)","Number of Likes"
2021-02-04,"Instagram",1002867,"Geert Wilders (PVV)","Number of Likes"
2021-02-05,"Instagram",1007505,"Geert Wilders (PVV)","Number of Likes"
2021-02-06,"Instagram",1010561,"Geert Wilders (PVV)","Number of Likes"
2021-02-07,"Instagram",1024951,"Geert Wilders (PVV)","Number of Likes"
2021-02-08,"Instagram",1030666,"Geert Wilders (PVV)","Number of Likes"
2021-02-09,"Instagram",1030666,"Geert Wilders (PVV)","Number of Likes"
2021-02-10,"Instagram",1037250,"Geert Wilders (PVV)","Number of Likes"
2021-02-11,"Instagram",1045502,"Geert Wilders (PVV)","Number of Likes"
2021-02-12,"Instagram",1045502,"Geert Wilders (PVV)","Number of Likes"
2021-02-13,"Instagram",1056506,"Geert Wilders (PVV)","Number of Likes"
2021-02-14,"Instagram",1079383,"Geert Wilders (PVV)","Number of Likes"
2021-02-15,"Instagram",1104069,"Geert Wilders (PVV)","Number of Likes"
2021-02-16,"Instagram",1104069,"Geert Wilders (PVV)","Number of Likes"
2021-02-17,"Instagram",1104069,"Geert Wilders (PVV)","Number of Likes"
2021-02-18,"Instagram",1111701,"Geert Wilders (PVV)","Number of Likes"
2021-02-19,"Instagram",1111701,"Geert Wilders (PVV)","Number of Likes"
2021-02-20,"Instagram",1119100,"Geert Wilders (PVV)","Number of Likes"
2021-02-21,"Instagram",1134026,"Geert Wilders (PVV)","Number of Likes"
2021-02-22,"Instagram",1140877,"Geert Wilders (PVV)","Number of Likes"
2020-08-14,"Twitter",5017,"Geert Wilders (PVV)","Number of Likes"
2020-08-15,"Twitter",29544,"Geert Wilders (PVV)","Number of Likes"
2020-08-16,"Twitter",35229,"Geert Wilders (PVV)","Number of Likes"
2020-08-17,"Twitter",39650,"Geert Wilders (PVV)","Number of Likes"
2020-08-18,"Twitter",41663,"Geert Wilders (PVV)","Number of Likes"
2020-08-19,"Twitter",57911,"Geert Wilders (PVV)","Number of Likes"
2020-08-20,"Twitter",59669,"Geert Wilders (PVV)","Number of Likes"
2020-08-21,"Twitter",69159,"Geert Wilders (PVV)","Number of Likes"
2020-08-22,"Twitter",72194,"Geert Wilders (PVV)","Number of Likes"
2020-08-23,"Twitter",76480,"Geert Wilders (PVV)","Number of Likes"
2020-08-24,"Twitter",84190,"Geert Wilders (PVV)","Number of Likes"
2020-08-25,"Twitter",85313,"Geert Wilders (PVV)","Number of Likes"
2020-08-26,"Twitter",86507,"Geert Wilders (PVV)","Number of Likes"
2020-08-27,"Twitter",88473,"Geert Wilders (PVV)","Number of Likes"
2020-08-28,"Twitter",100534,"Geert Wilders (PVV)","Number of Likes"
2020-08-29,"Twitter",100534,"Geert Wilders (PVV)","Number of Likes"
2020-08-30,"Twitter",105311,"Geert Wilders (PVV)","Number of Likes"
2020-08-31,"Twitter",110342,"Geert Wilders (PVV)","Number of Likes"
2020-09-01,"Twitter",112894,"Geert Wilders (PVV)","Number of Likes"
2020-09-02,"Twitter",125750,"Geert Wilders (PVV)","Number of Likes"
2020-09-03,"Twitter",130890,"Geert Wilders (PVV)","Number of Likes"
2020-09-04,"Twitter",151420,"Geert Wilders (PVV)","Number of Likes"
2020-09-05,"Twitter",156395,"Geert Wilders (PVV)","Number of Likes"
2020-09-06,"Twitter",168377,"Geert Wilders (PVV)","Number of Likes"
2020-09-07,"Twitter",178338,"Geert Wilders (PVV)","Number of Likes"
2020-09-08,"Twitter",188653,"Geert Wilders (PVV)","Number of Likes"
2020-09-09,"Twitter",202121,"Geert Wilders (PVV)","Number of Likes"
2020-09-10,"Twitter",206964,"Geert Wilders (PVV)","Number of Likes"
2020-09-11,"Twitter",219656,"Geert Wilders (PVV)","Number of Likes"
2020-09-12,"Twitter",230726,"Geert Wilders (PVV)","Number of Likes"
2020-09-13,"Twitter",233016,"Geert Wilders (PVV)","Number of Likes"
2020-09-14,"Twitter",235530,"Geert Wilders (PVV)","Number of Likes"
2020-09-15,"Twitter",241543,"Geert Wilders (PVV)","Number of Likes"
2020-09-16,"Twitter",255385,"Geert Wilders (PVV)","Number of Likes"
2020-09-17,"Twitter",263061,"Geert Wilders (PVV)","Number of Likes"
2020-09-18,"Twitter",275665,"Geert Wilders (PVV)","Number of Likes"
2020-09-19,"Twitter",279997,"Geert Wilders (PVV)","Number of Likes"
2020-09-20,"Twitter",280713,"Geert Wilders (PVV)","Number of Likes"
2020-09-21,"Twitter",289404,"Geert Wilders (PVV)","Number of Likes"
2020-09-22,"Twitter",296241,"Geert Wilders (PVV)","Number of Likes"
2020-09-23,"Twitter",299982,"Geert Wilders (PVV)","Number of Likes"
2020-09-24,"Twitter",306805,"Geert Wilders (PVV)","Number of Likes"
2020-09-25,"Twitter",310881,"Geert Wilders (PVV)","Number of Likes"
2020-09-26,"Twitter",312869,"Geert Wilders (PVV)","Number of Likes"
2020-09-27,"Twitter",324692,"Geert Wilders (PVV)","Number of Likes"
2020-09-28,"Twitter",330235,"Geert Wilders (PVV)","Number of Likes"
2020-09-29,"Twitter",333872,"Geert Wilders (PVV)","Number of Likes"
2020-09-30,"Twitter",340241,"Geert Wilders (PVV)","Number of Likes"
2020-10-01,"Twitter",344496,"Geert Wilders (PVV)","Number of Likes"
2020-10-02,"Twitter",350642,"Geert Wilders (PVV)","Number of Likes"
2020-10-03,"Twitter",361184,"Geert Wilders (PVV)","Number of Likes"
2020-10-04,"Twitter",365298,"Geert Wilders (PVV)","Number of Likes"
2020-10-05,"Twitter",373406,"Geert Wilders (PVV)","Number of Likes"
2020-10-06,"Twitter",379254,"Geert Wilders (PVV)","Number of Likes"
2020-10-07,"Twitter",386822,"Geert Wilders (PVV)","Number of Likes"
2020-10-08,"Twitter",391340,"Geert Wilders (PVV)","Number of Likes"
2020-10-09,"Twitter",396238,"Geert Wilders (PVV)","Number of Likes"
2020-10-10,"Twitter",400120,"Geert Wilders (PVV)","Number of Likes"
2020-10-11,"Twitter",415665,"Geert Wilders (PVV)","Number of Likes"
2020-10-12,"Twitter",420167,"Geert Wilders (PVV)","Number of Likes"
2020-10-13,"Twitter",426482,"Geert Wilders (PVV)","Number of Likes"
2020-10-14,"Twitter",437671,"Geert Wilders (PVV)","Number of Likes"
2020-10-15,"Twitter",443229,"Geert Wilders (PVV)","Number of Likes"
2020-10-16,"Twitter",447672,"Geert Wilders (PVV)","Number of Likes"
2020-10-17,"Twitter",451455,"Geert Wilders (PVV)","Number of Likes"
2020-10-18,"Twitter",462008,"Geert Wilders (PVV)","Number of Likes"
2020-10-19,"Twitter",469807,"Geert Wilders (PVV)","Number of Likes"
2020-10-20,"Twitter",478595,"Geert Wilders (PVV)","Number of Likes"
2020-10-21,"Twitter",490259,"Geert Wilders (PVV)","Number of Likes"
2020-10-22,"Twitter",499583,"Geert Wilders (PVV)","Number of Likes"
2020-10-23,"Twitter",511609,"Geert Wilders (PVV)","Number of Likes"
2020-10-24,"Twitter",525433,"Geert Wilders (PVV)","Number of Likes"
2020-10-25,"Twitter",537934,"Geert Wilders (PVV)","Number of Likes"
2020-10-26,"Twitter",548078,"Geert Wilders (PVV)","Number of Likes"
2020-10-27,"Twitter",571201,"Geert Wilders (PVV)","Number of Likes"
2020-10-28,"Twitter",584133,"Geert Wilders (PVV)","Number of Likes"
2020-10-29,"Twitter",597388,"Geert Wilders (PVV)","Number of Likes"
2020-10-30,"Twitter",609532,"Geert Wilders (PVV)","Number of Likes"
2020-10-31,"Twitter",619484,"Geert Wilders (PVV)","Number of Likes"
2020-11-01,"Twitter",626841,"Geert Wilders (PVV)","Number of Likes"
2020-11-02,"Twitter",645228,"Geert Wilders (PVV)","Number of Likes"
2020-11-03,"Twitter",658441,"Geert Wilders (PVV)","Number of Likes"
2020-11-04,"Twitter",669841,"Geert Wilders (PVV)","Number of Likes"
2020-11-05,"Twitter",682891,"Geert Wilders (PVV)","Number of Likes"
2020-11-06,"Twitter",692521,"Geert Wilders (PVV)","Number of Likes"
2020-11-07,"Twitter",698026,"Geert Wilders (PVV)","Number of Likes"
2020-11-08,"Twitter",704530,"Geert Wilders (PVV)","Number of Likes"
2020-11-09,"Twitter",708955,"Geert Wilders (PVV)","Number of Likes"
2020-11-10,"Twitter",718766,"Geert Wilders (PVV)","Number of Likes"
2020-11-11,"Twitter",727989,"Geert Wilders (PVV)","Number of Likes"
2020-11-12,"Twitter",745897,"Geert Wilders (PVV)","Number of Likes"
2020-11-13,"Twitter",753801,"Geert Wilders (PVV)","Number of Likes"
2020-11-14,"Twitter",766563,"Geert Wilders (PVV)","Number of Likes"
2020-11-15,"Twitter",780580,"Geert Wilders (PVV)","Number of Likes"
2020-11-16,"Twitter",785557,"Geert Wilders (PVV)","Number of Likes"
2020-11-17,"Twitter",793324,"Geert Wilders (PVV)","Number of Likes"
2020-11-18,"Twitter",803379,"Geert Wilders (PVV)","Number of Likes"
2020-11-19,"Twitter",809126,"Geert Wilders (PVV)","Number of Likes"
2020-11-20,"Twitter",809558,"Geert Wilders (PVV)","Number of Likes"
2020-11-21,"Twitter",824078,"Geert Wilders (PVV)","Number of Likes"
2020-11-22,"Twitter",828060,"Geert Wilders (PVV)","Number of Likes"
2020-11-23,"Twitter",838395,"Geert Wilders (PVV)","Number of Likes"
2020-11-24,"Twitter",847072,"Geert Wilders (PVV)","Number of Likes"
2020-11-25,"Twitter",853528,"Geert Wilders (PVV)","Number of Likes"
2020-11-26,"Twitter",857233,"Geert Wilders (PVV)","Number of Likes"
2020-11-27,"Twitter",866469,"Geert Wilders (PVV)","Number of Likes"
2020-11-28,"Twitter",876414,"Geert Wilders (PVV)","Number of Likes"
2020-11-29,"Twitter",881119,"Geert Wilders (PVV)","Number of Likes"
2020-11-30,"Twitter",885024,"Geert Wilders (PVV)","Number of Likes"
2020-12-01,"Twitter",887234,"Geert Wilders (PVV)","Number of Likes"
2020-12-02,"Twitter",896623,"Geert Wilders (PVV)","Number of Likes"
2020-12-03,"Twitter",901717,"Geert Wilders (PVV)","Number of Likes"
2020-12-04,"Twitter",907502,"Geert Wilders (PVV)","Number of Likes"
2020-12-05,"Twitter",910843,"Geert Wilders (PVV)","Number of Likes"
2020-12-06,"Twitter",916979,"Geert Wilders (PVV)","Number of Likes"
2020-12-07,"Twitter",921320,"Geert Wilders (PVV)","Number of Likes"
2020-12-08,"Twitter",931893,"Geert Wilders (PVV)","Number of Likes"
2020-12-09,"Twitter",938801,"Geert Wilders (PVV)","Number of Likes"
2020-12-10,"Twitter",944997,"Geert Wilders (PVV)","Number of Likes"
2020-12-11,"Twitter",949508,"Geert Wilders (PVV)","Number of Likes"
2020-12-12,"Twitter",954864,"Geert Wilders (PVV)","Number of Likes"
2020-12-13,"Twitter",959665,"Geert Wilders (PVV)","Number of Likes"
2020-12-14,"Twitter",962259,"Geert Wilders (PVV)","Number of Likes"
2020-12-15,"Twitter",973198,"Geert Wilders (PVV)","Number of Likes"
2020-12-16,"Twitter",975189,"Geert Wilders (PVV)","Number of Likes"
2020-12-17,"Twitter",984024,"Geert Wilders (PVV)","Number of Likes"
2020-12-18,"Twitter",989644,"Geert Wilders (PVV)","Number of Likes"
2020-12-19,"Twitter",995187,"Geert Wilders (PVV)","Number of Likes"
2020-12-20,"Twitter",1007343,"Geert Wilders (PVV)","Number of Likes"
2020-12-21,"Twitter",1009565,"Geert Wilders (PVV)","Number of Likes"
2020-12-22,"Twitter",1022618,"Geert Wilders (PVV)","Number of Likes"
2020-12-23,"Twitter",1027007,"Geert Wilders (PVV)","Number of Likes"
2020-12-24,"Twitter",1037189,"Geert Wilders (PVV)","Number of Likes"
2020-12-25,"Twitter",1045863,"Geert Wilders (PVV)","Number of Likes"
2020-12-26,"Twitter",1049529,"Geert Wilders (PVV)","Number of Likes"
2020-12-27,"Twitter",1058980,"Geert Wilders (PVV)","Number of Likes"
2020-12-28,"Twitter",1070395,"Geert Wilders (PVV)","Number of Likes"
2020-12-29,"Twitter",1072775,"Geert Wilders (PVV)","Number of Likes"
2020-12-30,"Twitter",1079180,"Geert Wilders (PVV)","Number of Likes"
2020-12-31,"Twitter",1087238,"Geert Wilders (PVV)","Number of Likes"
2021-01-01,"Twitter",1092232,"Geert Wilders (PVV)","Number of Likes"
2021-01-02,"Twitter",1094475,"Geert Wilders (PVV)","Number of Likes"
2021-01-03,"Twitter",1097862,"Geert Wilders (PVV)","Number of Likes"
2021-01-04,"Twitter",1101308,"Geert Wilders (PVV)","Number of Likes"
2021-01-05,"Twitter",1108139,"Geert Wilders (PVV)","Number of Likes"
2021-01-06,"Twitter",1116712,"Geert Wilders (PVV)","Number of Likes"
2021-01-07,"Twitter",1123719,"Geert Wilders (PVV)","Number of Likes"
2021-01-08,"Twitter",1130890,"Geert Wilders (PVV)","Number of Likes"
2021-01-09,"Twitter",1140587,"Geert Wilders (PVV)","Number of Likes"
2021-01-10,"Twitter",1151831,"Geert Wilders (PVV)","Number of Likes"
2021-01-11,"Twitter",1160377,"Geert Wilders (PVV)","Number of Likes"
2021-01-12,"Twitter",1164713,"Geert Wilders (PVV)","Number of Likes"
2021-01-13,"Twitter",1175000,"Geert Wilders (PVV)","Number of Likes"
2021-01-14,"Twitter",1183391,"Geert Wilders (PVV)","Number of Likes"
2021-01-15,"Twitter",1191702,"Geert Wilders (PVV)","Number of Likes"
2021-01-16,"Twitter",1193146,"Geert Wilders (PVV)","Number of Likes"
2021-01-17,"Twitter",1201399,"Geert Wilders (PVV)","Number of Likes"
2021-01-18,"Twitter",1203529,"Geert Wilders (PVV)","Number of Likes"
2021-01-19,"Twitter",1220386,"Geert Wilders (PVV)","Number of Likes"
2021-01-20,"Twitter",1223739,"Geert Wilders (PVV)","Number of Likes"
2021-01-21,"Twitter",1243461,"Geert Wilders (PVV)","Number of Likes"
2021-01-22,"Twitter",1246227,"Geert Wilders (PVV)","Number of Likes"
2021-01-23,"Twitter",1248360,"Geert Wilders (PVV)","Number of Likes"
